Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled LML Repair - North Seattle,Current Quantity LML Repair - North Seattle,New Quantity LML Repair - North Seattle,Stock Alert Enabled LML Repair - North Seattle,Stock Alert Count LML Repair - North Seattle,Price LML Repair - North Seattle,Enabled LML Repair - Seattle,Current Quantity LML Repair - Seattle,New Quantity LML Repair - Seattle,Stock Alert Enabled LML Repair - Seattle,Stock Alert Count LML Repair - Seattle,Price LML Repair - Seattle,Enabled LML Repair - West Seattle,Current Quantity LML Repair - West Seattle,New Quantity LML Repair - West Seattle,Stock Alert Enabled LML Repair - West Seattle,Stock Alert Count LML Repair - West Seattle,Price LML Repair - West Seattle,Modifier Set - Add Ons
VY3KVZO4KXOTYKII6IHRZSQY,Apple Watch Series SE 2nd Gen (44MM)  Screen | Repair Kit,Regular,,"<p><em>This repair kit provides a high-quality replacement screen for the Apple Watch Series SE 2nd Gen (44MM). It includes essential tools for a successful DIY repair, allowing you to replace a cracked or damaged screen and restore your watch&#39;s functionality.</em></p>",Apple > Apple Watch,Apple > Apple Watch,,,,,visible,Physical good,,,,Y,N,N,N,142.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
M25U4NRKGR53JXTYTRRFXQE5,Apple Watch Series SE 2nd Gen (44MM) Screen | Part,Regular,,"The Apple Watch Series SE 2nd Gen (44MM) Parts Kit offers a complete set of high-quality replacement components for your Apple Watch. This kit includes essential parts such as the display assembly, battery, back cover, and various internal connectors. Each component is engineered to match the original specifications of your watch, ensuring optimal performance and durability.",,,,,,,hidden,Physical good,,,,Y,N,N,N,142.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
YLLH466R5F32FRF2S6BVHL7J,Apple Watch Series Ultra (1nd Gen) (49MM) Screen | Repair Kit,Regular,,"<p><em>The Apple Watch Series Ultra (1st Gen) (49MM) Screen Repair Kit is a comprehensive solution designed to restore your smartwatch&#39;s display to its original pristine condition. This kit includes a high-quality replacement screen, precision tools, and detailed instructions to guide you through the repair process. Perfect for tech enthusiasts and DIY repairers, the kit ensures a seamless and efficient fix for cracked, scratched, or malfunctioning screens. Enjoy the convenience and cost-effectiveness of repairing your Apple Watch at home with this all-inclusive repair kit.</em></p>",Apple > Apple Watch,Apple > Apple Watch,,,,,visible,Physical good,,,,Y,N,N,N,274.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
LNLJ6AT6ZA5ZGI7KRDLXXO7A,Apple Watch Series Ultra (1st Gen) (49MM) Screen | Part,Regular,,"<p><em>The Apple Watch Series Ultra (1st Gen) (49MM) Parts Kit is expertly designed for comprehensive repair and replacement of components for your premium smartwatch. This kit includes high-quality parts such as the display assembly, battery, back cover, and more, each crafted to restore your Apple Watch to its optimal functionality and sleek appearance.</em></p><p><em>Accompanied by precision tools and detailed step-by-step instructions, this kit is suitable for both beginners and experienced repair technicians.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,274.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
NMH5F7F4QWYCMOBCDO2IPHJB,Apple Watch Series Ultra (2nd Gen) (49MM) Screen | Part,Regular,,"<p><em>The Apple Watch Series Ultra (2nd Gen) (49MM) Parts Kit is an essential collection for maintaining and repairing your high-performance smartwatch. This kit includes top-quality replacement components tailored for the 49MM model, such as the display assembly, battery, rear cover, sensors, and more. Each part is designed to restore your watch’s functionality and sleek appearance.</em></p><p><em>Included with the parts are precision tools and clear, step-by-step instructions, making the repair process straightforward whether you&#39;re a beginner or an experienced technician. </em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,277.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
DSVLM65CN7BPJODKV4N6UQHC,Apple Watch Series Ultra (2nd Gen) (49MM) Screen | Repair Kit,Regular,,"<p><em>The Apple Watch Series Ultra (2nd Gen) (49MM) Screen Repair Kit is a comprehensive solution for fixing screen issues on your Apple Watch. Designed for the second generation 49MM model, this repair kit includes all necessary tools and components to replace or repair a damaged screen. With high-quality materials and precise manufacturing, the kit ensures a perfect fit and optimal performance. It is ideal for users seeking a cost-effective and convenient way to restore their Apple Watch to its original condition without professional assistance. The kit provides clear instructions for a smooth and successful repair process.</em></p>",Apple > Apple Watch,Apple > Apple Watch,,"The Apple Watch Series Ultra (2nd Gen) (49MM) Screen Repair Kit is a comprehensive solution for fixing screen issues on your Apple Watch. Designed for the second generation 49MM model, this repair kit includes all necessary tools and components to replace or repair a damaged screen. With high-quality materials and precise manufacturing, the kit ensures a perfect fit and optimal performance. It is ideal for users seeking a cost-effective and convenient way to restore their Apple Watch to its original condition without professional assistance. The kit provides clear instructions for a smooth and successful repair process.",,,visible,Physical good,,,,Y,N,N,N,277.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
RVBJNHXLZCYSBZ4GCQVUYTF2,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S21 FE 5G (NORTH AMERICAN VERSION),Regular,3079638,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
335ANCVNN2O2SQBORGQZGNBD,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S21 PLUS (G996U) (NORTH AMERICAN VERSION),Regular,9803021,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
IJ5UUIHPL47TRF56B4H3PDQZ,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S22 5G (S901U) (NORTH AMERICAN VERSION),Regular,983913G,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
5FNMXEZGYWRCYXEI74JD7SJW,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S22 PLUS 5G (S906U) (NORTH AMERICAN VERSION),Regular,Q815705,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
FMR2HPJXUPLWWCTNKIFJNLRA,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S22 ULTRA 5G (S908U/D/O/E/R07A) (NORTH AMERICAN VERSION),Regular,X320503,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
4RQQX3XDJDIZ4MU2YJ2SKJQC,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S23 5G (S911U) (NORTH AMERICAN VERSION),Regular,884439J,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
LQSNEECMYCD5N52OMFJVB3AS,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S23 PLUS 5G (S916U) (NORTH AMERICAN VERSION),Regular,308159B,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
STFN4NEWCX4GL4RBPQ5Q26TK,CHARGING PORT BOARD WITH SIM CARD READER COMPATIBLE FOR SAMSUNG GALAXY S23 ULTRA 5G (S918U) (NORTH AMERICAN VERSION),Regular,T108096,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
G2GLSCT3ZI6PCKSBXWPTUOJM,"CHARGING PORT FLEX CABLE COMPATIBLE FOR IPAD PRO 11"" 3RD GEN (2021) / PRO 11"" 4TH GEN (2022) / IPAD PRO 12.9"" 5TH GEN (2021) / PRO 12.9"" 6TH GEN (2022) (SPACE GRAY) (AFTERMARKET PLUS)",Regular,W086851,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
TNG5BA3LRKH6IZP4TSX5SUC7,CHARGING PORT FLEX CABLE COMPATIBLE FOR SAMSUNG GALAXY NOTE 9,Regular,3213662,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
U73KE255VNMA36SSCQAPDNW3,CHARGING PORT FLEX CABLE COMPATIBLE FOR SAMSUNG NOTE 20 ULTRA 5G (PREMIUM),Regular,N405308,,,,,,,,unavailable,Physical good,,,,Y,,,,2.78,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
PLZNNQ2MFEG6XIBNEIJ6ZSE3,CHARGING PORT ONLY COMPATIBLE FOR GOOGLE PIXEL 6A / 6 PRO / 7 (SOLDERING REQUIRED),Regular,2156295,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
UQJUFX5VRI2XM72HCHTZK2QS,CHARGING PORT WITH BOARD COMPATIBLE FOR MOTOROLA MOTO G POWER (XT2165 / 2022) (AFTERMARKET PLUS),Regular,N133468,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
2OFACTKR7V4F5CU36VGN6KF5,CHARGING PORT WITH BOARD COMPATIBLE FOR SAMSUNG GALAXY NOTE 10 (N970U) (US MODEL),Regular,1906335,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
YCYTVYD6PCSIV3MD7O5L5QYS,CHARGING PORT WITH BOARD COMPATIBLE FOR SAMSUNG GALAXY S20 PLUS 5G (G986U) (NORTH AMERICAN VERSION),Regular,Z047230,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
7QZZP2Z7QDMBVSFUTOXRLW7Z,CHARGING PORT WITH BOARD FOR SAMSUNG GALAXY A50 A505 NORTH AMERICAN VERSION,Regular,H786879,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
62AOOWWMNY5VSTW776L7JCXM,CHARGING PORT WITH FLEX CABLE COMPATIBLE FOR SAMSUNG GALAXY NOTE 20 5G (PREMIUM),Regular,2042550,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
RIQN6EH5P5MCRDNZWPGZ6RVS,CHARGING PORT WITH FLEX CABLE COMPATIBLE FOR SAMSUNG GALAXY NOTE 8 (N950U) (US MODEL),Regular,110212L,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
KU7DIQPKWVGGTPM7QE5FO3NP,CHARGING PORT WITH HEADPHONE JACK COMPATIBLE FOR SAMSUNG GALAXY A21 (A215 / 2020) (AFTERMARKET PLUS),Regular,840897A,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
DXRAWJM2NPCPJ7Z7PTHTJBIB,Camera protector,Regular,,,,,,,,,hidden,Physical good,,,,Y,,,,18.00,,N,,N,,N,,,N,,,,,,N,,,,,,Y,,,,,,N
6G4FMZUIUCY27OTGOQWGSGRF,Charging Port With Board Compatible For Samsung Galaxy Note 10 Plus 5G (N976U/V) (US Model),Regular,275767H,SKU: 107082066905,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
2HVDC5GRUHRNH5SZHALTVENN,Charging cable,Regular,,,,,,,,,hidden,Physical good,,,,Y,,,,15.00,,N,,N,,N,,,N,,,,,,N,,,,,,Y,,,,,,N
DSDTCMVJRNKXU3ZABI7Z66TQ,Charging port cleaning,Regular,,,,,,,,,hidden,Physical good,,,,Y,,,,50.00,,N,,N,,N,,,N,,,,,,N,,,,,,Y,,,,,,N
VJZJXPGDYB4P2BL7442SIDVP,EARPIECE SPEAKER COMPATIBLE FOR SAMSUNG GALAXY A20 / A30 / A30S / A40 / A50 / A70 / J3 (J320) / J5 (J510) / J7 (J737) / J7 (J727) / J7 PRIME / A12 (A125) / A71 / A02 / A7 (A750) / A14 (A145 / 146) / M14 / A14 5G (A146B/F / 2023),Regular,6657116,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
O6LYV4KHNWXT56SJIZB3VWJ4,EARPIECE SPEAKER COMPATIBLE FOR SAMSUNG GALAXY S9 / S10E / S10 PLUS / S10 5G / NOTE 10 / S20 PLUS / S20 ULTRA,Regular,479865M,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
SARE6B4YQZRNE3FD6I7GT6TR,EARPIECE SPEAKER COMPATIBLE FOR SAMSUNG GALAXY S9 / S10E / S10 PLUS / S10 5G / NOTE 10 / S20 PLUS / S20 ULTRA,Regular,S086860,107082013136,,,,,,,unavailable,Physical good,,,,Y,,,,0.98,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
UERFNJ74674MLBFUDABY2Y65,GOOGLE PIXEL 4A 5G BATTERY,Regular,7004932,,,,,,,,unavailable,Physical good,,,,,,,,12.51,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
QNPOMBVZFKTX4DN5QHKBS5X7,Google 7 Pro SCREEN,Regular,2338300,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
O6X6SNLL25MV6RCZW3HQMTOT,Google Pixel 2  SCREEN,Regular,3147831,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
PLBDQFZJZBVRPE5WOHF557J2,Google Pixel 2 BATTERY,Regular,W427480,,,,,,,,unavailable,Physical good,,,,,,,,6.35,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
6BLSGV3VC3C2XGHAWPNQ4E4Y,Google Pixel 2 Screen | Repair Kit,Regular,,"<p><em>Restore your Google Pixel 2 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Pixel 2, it ensures a smooth and cost-effective repair process.</em></p>",Google > Pixel,Google > Pixel,,"Restore your Google Pixel 2 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Pixel 2, it ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,83.00,,N,,N,,N,,,Y,0,,Y,0,,Y,0,,Y,0,,Y,1,,Y,0,,N
VD6OIWNMUWPJAGRHVVYNVQZO,Google Pixel 2 XL Battery (BL-T35),Regular,F653980,,,,,,,,unavailable,Physical good,,,,,,N,N,5.60,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
IQZOSX3IBEVMYL533RYG3SV4,Google Pixel 2 XL Charging Port Flex Cable,Regular,E178616,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
YRTHEIJQQKZEOL4SV57IEW45,Google Pixel 2 XL SCREEN,Regular,Q525603,,,,,,,,unavailable,Physical good,,,,,,,,28.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
JL3C56I2ETYMZRT6STNMA5GM,Google Pixel 2 XL Screen | Repair Kit,Regular,,"<p><em>Restore your Google Pixel 2 XL with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Pixel 2 XL, it ensures a smooth and cost-effective repair process.</em></p>",Google > Pixel,Google > Pixel,,"Restore your Google Pixel 2 XL with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Specifically designed for the Pixel 2 XL, it ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,92.00,,N,,N,,N,,,Y,0,,Y,0,,Y,0,,Y,0,,Y,1,,Y,0,,N
UIMTX4C4CDRNLWD2YDR2GLOM,Google Pixel 3 BATTERY,Regular,219653L,,,,,,,,unavailable,Physical good,,,,,,N,N,6.26,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,2,,,,,N
XBTYDLI5TZ4W27AYTYXEGFYB,Google Pixel 3 Charging Port Flex Cable,Regular,409327Q,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
Y6U6CFLAGSXQTHBNR5J7U276,Google Pixel 3 SCREEN,Regular,8732115,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
RGYQR7NDVCD7KKEP2SATG4RX,Google Pixel 3 Screen | Repair Kit,Regular,,"<p><em>Revitalize your Google Pixel 3 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to address cracks, scratches, or touch issues. Specifically designed for the Pixel 3, it ensures an efficient and cost-effective repair process.</em></p>",Google > Pixel,Google > Pixel,,"Revitalize your Google Pixel 3 with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to address cracks, scratches, or touch issues. Specifically designed for the Pixel 3, it ensures an efficient and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,106.00,,N,,N,,N,,,Y,0,,Y,0,,Y,0,,Y,0,,Y,1,,Y,0,,N
